时间,设备名称,加速度X(g),加速度Y(g),加速度Z(g),角速度X(°/s),角速度Y(°/s),角速度Z(°/s),角度X(°),角度Y(°),角度Z(°),温度(℃)
 17:31:16.560,COM3, -0.059, 0.899, 0.118, -6.592, -3.113, -16.418, 80.123, 15.095, 30.322, 45.33,
 17:31:16.564,COM3, -0.062, 0.899, 0.118, -6.592, -3.113, -16.418, 80.052, 15.183, 30.251, 45.33,
 17:31:16.564,COM3, -0.062, 0.897, 0.121, -4.944, -2.747, -7.507, 79.991, 15.222, 30.190, 45.32,
 17:31:16.564,COM3, -0.071, 0.897, 0.121, -4.944, -2.747, -7.507, 79.937, 15.222, 30.141, 45.32,
 17:31:16.564,COM3, -0.071, 0.901, 0.122, -3.113, -2.136, 1.160, 79.904, 15.178, 30.097, 45.33,
 17:31:16.564,COM3, -0.078, 0.901, 0.122, -3.113, -2.136, 1.160, 79.876, 15.095, 30.070, 45.33,
 17:31:16.564,COM3, -0.078, 0.906, 0.123, -1.587, -1.343, 9.033, 79.860, 14.974, 30.053, 45.32,
 17:31:16.564,COM3, -0.093, 0.906, 0.123, -1.587, -1.343, 9.033, 79.860, 14.815, 30.048, 45.32,
 17:31:16.565,COM3, -0.093, 0.909, 0.124, 0.549, 0.183, 15.808, 79.871, 14.628, 30.053, 45.32,
 17:31:16.681,COM3, -0.106, 0.909, 0.124, 0.549, 0.183, 15.808, 79.893, 14.414, 30.075, 45.32,
 17:31:16.681,COM3, -0.106, 0.920, 0.125, 2.930, 2.686, 21.179, 79.937, 14.172, 30.114, 45.33,
 17:31:16.681,COM3, -0.118, 0.920, 0.125, 2.930, 2.686, 21.179, 79.991, 13.914, 30.174, 45.33,
 17:31:16.681,COM3, -0.118, 0.933, 0.129, 5.005, 6.104, 25.085, 80.063, 13.640, 30.251, 45.33,
 17:31:16.681,COM3, -0.136, 0.933, 0.129, 5.005, 6.104, 25.085, 80.151, 13.354, 30.344, 45.33,
 17:31:16.681,COM3, -0.136, 0.938, 0.134, 6.592, 9.521, 27.588, 80.244, 13.057, 30.460, 45.34,
